algorithm,success,total_cost,solution_depth,execution_time_sec,expanded_nodes,chosen_nodes,iterations,max_fringe_size,path_length,actions,final_state,instance_id,grid,start,goal,max_battery,recharge_stations,obstacles,no_fly_zones
depth_first,True,5.999999999999995,60,0.3247253999870736,1046,1047,1047,178,60,"['WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'UP_Z', 'UP_Y', 'UP_Y', 'UP_Y', 'UP_X', 'UP_X', 'UP_Y', 'UP_X', 'UP_X']","DroneState(x=4, y=4, z=1, battery=3, time_step=60)",41,5x5x2,"(0, 0, 0)","(4, 4, 1)",12,2,7,1
breadth_first,True,0.8999999999999999,9,0.9364883000089321,1092,1093,1093,597,9,"['UP_X', 'UP_X', 'UP_X', 'UP_X', 'UP_Y', 'UP_Y', 'UP_Y', 'UP_Z', 'UP_Y']","DroneState(x=4, y=4, z=1, battery=3, time_step=9)",41,5x5x2,"(0, 0, 0)","(4, 4, 1)",12,2,7,1
uniform_cost,True,0.8999999999999999,9,1.020320100011304,774,775,775,513,9,"['UP_Y', 'UP_Y', 'UP_Y', 'UP_X', 'UP_X', 'UP_Y', 'UP_X', 'UP_Z', 'UP_X']","DroneState(x=4, y=4, z=1, battery=3, time_step=9)",41,5x5x2,"(0, 0, 0)","(4, 4, 1)",12,2,7,1
greedy,True,0.8999999999999999,9,0.001639399997657165,9,10,10,31,9,"['UP_X', 'UP_X', 'UP_X', 'UP_X', 'UP_Y', 'UP_Y', 'UP_Y', 'UP_Z', 'UP_Y']","DroneState(x=4, y=4, z=1, battery=3, time_step=9)",41,5x5x2,"(0, 0, 0)","(4, 4, 1)",12,2,7,1
astar,True,0.8999999999999999,9,0.015163999982178211,36,37,37,85,9,"['UP_X', 'UP_Y', 'UP_Y', 'UP_Y', 'UP_X', 'UP_Y', 'UP_X', 'UP_Z', 'UP_X']","DroneState(x=4, y=4, z=1, battery=3, time_step=9)",41,5x5x2,"(0, 0, 0)","(4, 4, 1)",12,2,7,1
depth_first,True,5.285714285714283,60,0.23567689998890273,836,837,837,181,60,"['WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'UP_Z', 'UP_Y', 'UP_Y', 'UP_X', 'UP_X', 'UP_Y', 'UP_X', 'UP_X', 'UP_X']","DroneState(x=5, y=3, z=1, battery=5, time_step=60)",42,6x4x2,"(0, 0, 0)","(5, 3, 1)",14,2,6,1
breadth_first,True,0.8809523809523809,9,0.3388645000231918,712,713,713,345,9,"['UP_X', 'UP_Y', 'UP_X', 'UP_X', 'UP_X', 'UP_X', 'UP_Y', 'UP_Y', 'UP_Z']","DroneState(x=5, y=3, z=1, battery=4, time_step=9)",42,6x4x2,"(0, 0, 0)","(5, 3, 1)",14,2,6,1
uniform_cost,True,0.7928571428571429,9,0.48741239999071695,584,585,585,325,9,"['UP_X', 'UP_Y', 'UP_X', 'UP_X', 'UP_Z', 'UP_Y', 'UP_Y', 'UP_X', 'UP_X']","DroneState(x=5, y=3, z=1, battery=5, time_step=9)",42,6x4x2,"(0, 0, 0)","(5, 3, 1)",14,2,6,1
greedy,True,0.8809523809523809,9,0.002987299987580627,9,10,10,35,9,"['UP_X', 'UP_Y', 'UP_X', 'UP_X', 'UP_X', 'UP_X', 'UP_Y', 'UP_Y', 'UP_Z']","DroneState(x=5, y=3, z=1, battery=4, time_step=9)",42,6x4x2,"(0, 0, 0)","(5, 3, 1)",14,2,6,1
astar,True,0.7928571428571429,9,0.012758400000166148,32,33,33,73,9,"['UP_X', 'UP_Y', 'UP_Y', 'UP_X', 'UP_X', 'UP_Z', 'UP_X', 'UP_X', 'UP_Y']","DroneState(x=5, y=3, z=1, battery=5, time_step=9)",42,6x4x2,"(0, 0, 0)","(5, 3, 1)",14,2,6,1
depth_first,True,5.999999999999995,60,0.1158605000237003,506,507,507,121,60,"['WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'UP_Z', 'UP_Y', 'UP_Y', 'UP_X', 'UP_Y', 'UP_Y', 'UP_X', 'UP_X']","DroneState(x=3, y=4, z=1, battery=4, time_step=60)",43,4x5x2,"(0, 0, 0)","(3, 4, 1)",12,2,6,1
breadth_first,True,0.7999999999999999,8,0.2170205000147689,466,467,467,249,8,"['UP_X', 'UP_X', 'UP_Y', 'UP_Z', 'UP_Y', 'UP_X', 'UP_Y', 'UP_Y']","DroneState(x=3, y=4, z=1, battery=4, time_step=8)",43,4x5x2,"(0, 0, 0)","(3, 4, 1)",12,2,6,1
uniform_cost,True,0.7999999999999999,8,0.14228540001204237,270,271,271,179,8,"['UP_Z', 'UP_Y', 'UP_X', 'UP_X', 'UP_Y', 'UP_Y', 'UP_Y', 'UP_X']","DroneState(x=3, y=4, z=1, battery=4, time_step=8)",43,4x5x2,"(0, 0, 0)","(3, 4, 1)",12,2,6,1
greedy,True,0.7999999999999999,8,0.0018038999987766147,8,9,9,27,8,"['UP_X', 'UP_X', 'UP_Y', 'UP_Z', 'UP_Y', 'UP_X', 'UP_Y', 'UP_Y']","DroneState(x=3, y=4, z=1, battery=4, time_step=8)",43,4x5x2,"(0, 0, 0)","(3, 4, 1)",12,2,6,1
astar,True,0.7999999999999999,8,0.004452299996046349,20,21,21,49,8,"['UP_X', 'UP_Z', 'UP_Y', 'UP_X', 'UP_Y', 'UP_X', 'UP_Y', 'UP_Y']","DroneState(x=3, y=4, z=1, battery=4, time_step=8)",43,4x5x2,"(0, 0, 0)","(3, 4, 1)",12,2,6,1
depth_first,True,6.99999999999999,60,0.29787860001670197,1409,1410,1410,121,60,"['WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'UP_Z', 'UP_Y', 'UP_Y', 'UP_Y', 'UP_Y', 'UP_X', 'UP_Y', 'UP_X', 'UP_X', 'UP_X']","DroneState(x=4, y=5, z=1, battery=0, time_step=60)",44,5x6x2,"(0, 0, 0)","(4, 5, 1)",10,2,5,1
breadth_first,True,1.1666666666666667,10,1.022247699991567,1405,1406,1406,514,10,"['UP_X', 'UP_X', 'UP_X', 'UP_X', 'UP_Y', 'UP_Y', 'UP_Y', 'UP_Y', 'UP_Y', 'UP_Z']","DroneState(x=4, y=5, z=1, battery=0, time_step=10)",44,5x6x2,"(0, 0, 0)","(4, 5, 1)",10,2,5,1
uniform_cost,True,1.1666666666666667,10,1.9451192999840714,1213,1214,1214,609,10,"['UP_X', 'UP_Y', 'UP_Y', 'UP_Y', 'UP_X', 'UP_X', 'UP_Z', 'UP_Y', 'UP_Y', 'UP_X']","DroneState(x=4, y=5, z=1, battery=0, time_step=10)",44,5x6x2,"(0, 0, 0)","(4, 5, 1)",10,2,5,1
greedy,True,1.1666666666666667,10,0.0018904000171460211,10,11,11,35,10,"['UP_X', 'UP_X', 'UP_X', 'UP_X', 'UP_Y', 'UP_Y', 'UP_Y', 'UP_Y', 'UP_Y', 'UP_Z']","DroneState(x=4, y=5, z=1, battery=0, time_step=10)",44,5x6x2,"(0, 0, 0)","(4, 5, 1)",10,2,5,1
astar,True,1.1666666666666667,10,0.012631799996597692,35,36,36,93,10,"['UP_X', 'UP_X', 'UP_Y', 'UP_X', 'UP_Y', 'UP_Z', 'UP_Y', 'UP_Y', 'UP_X', 'UP_Y']","DroneState(x=4, y=5, z=1, battery=0, time_step=10)",44,5x6x2,"(0, 0, 0)","(4, 5, 1)",10,2,5,1
depth_first,True,5.285714285714283,60,0.14624100000946783,961,962,962,67,60,"['WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'UP_Z', 'UP_Y', 'UP_Z', 'UP_Y', 'UP_Y', 'UP_X', 'UP_X', 'UP_X', 'UP_Y', 'UP_X']","DroneState(x=4, y=4, z=2, battery=4, time_step=60)",45,5x5x3,"(0, 0, 0)","(4, 4, 2)",14,2,7,1
breadth_first,True,0.880952380952381,10,0.6881473999819718,923,924,924,537,10,"['UP_Z', 'UP_X', 'UP_X', 'UP_X', 'UP_X', 'UP_Y', 'UP_Y', 'UP_Y', 'UP_Y', 'UP_Z']","DroneState(x=4, y=4, z=2, battery=4, time_step=10)",45,5x5x3,"(0, 0, 0)","(4, 4, 2)",14,2,7,1
uniform_cost,True,0.880952380952381,10,1.4024560999823734,884,885,885,503,10,"['UP_Z', 'UP_X', 'UP_X', 'UP_Y', 'UP_X', 'UP_Y', 'UP_Y', 'UP_Y', 'UP_X', 'UP_Z']","DroneState(x=4, y=4, z=2, battery=4, time_step=10)",45,5x5x3,"(0, 0, 0)","(4, 4, 2)",14,2,7,1
greedy,True,0.880952380952381,10,0.00217199997860007,10,11,11,41,10,"['UP_Z', 'UP_X', 'UP_X', 'UP_X', 'UP_X', 'UP_Y', 'UP_Y', 'UP_Y', 'UP_Y', 'UP_Z']","DroneState(x=4, y=4, z=2, battery=4, time_step=10)",45,5x5x3,"(0, 0, 0)","(4, 4, 2)",14,2,7,1
astar,True,0.880952380952381,10,0.019117699994239956,44,45,45,111,10,"['UP_Z', 'UP_X', 'UP_X', 'UP_Y', 'UP_X', 'UP_Y', 'UP_Y', 'UP_Z', 'UP_Y', 'UP_X']","DroneState(x=4, y=4, z=2, battery=4, time_step=10)",45,5x5x3,"(0, 0, 0)","(4, 4, 2)",14,2,7,1
depth_first,True,5.615384615384613,60,0.11050889999023639,569,570,570,121,60,"['WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'UP_Z', 'UP_Y', 'UP_Y', 'UP_Y', 'UP_Y', 'UP_X', 'UP_X', 'UP_X']","DroneState(x=3, y=4, z=1, battery=5, time_step=60)",46,4x5x2,"(0, 0, 0)","(3, 4, 1)",13,2,5,1
breadth_first,True,0.7487179487179487,8,0.4740067000093404,734,735,735,459,8,"['UP_Y', 'UP_X', 'UP_X', 'UP_Y', 'UP_Y', 'UP_X', 'UP_Z', 'UP_Y']","DroneState(x=3, y=4, z=1, battery=5, time_step=8)",46,4x5x2,"(0, 0, 0)","(3, 4, 1)",13,2,5,1
uniform_cost,True,0.7487179487179487,8,0.4495139000064228,461,462,462,310,8,"['UP_Y', 'UP_Y', 'UP_Y', 'UP_X', 'UP_X', 'UP_Z', 'UP_Y', 'UP_X']","DroneState(x=3, y=4, z=1, battery=5, time_step=8)",46,4x5x2,"(0, 0, 0)","(3, 4, 1)",13,2,5,1
greedy,True,4.866666666666667,52,0.08117310001398437,119,120,120,324,52,"['UP_Y', 'UP_X', 'UP_X', 'UP_X', 'UP_Z', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'DOWN_X', 'UP_Y', 'UP_Y', 'UP_X', 'UP_Y']","DroneState(x=3, y=4, z=1, battery=3, time_step=52)",46,4x5x2,"(0, 0, 0)","(3, 4, 1)",13,2,5,1
astar,True,0.7487179487179487,8,0.007057999988319352,26,27,27,61,8,"['UP_Y', 'UP_X', 'UP_Y', 'UP_Y', 'UP_X', 'UP_Y', 'UP_Z', 'UP_X']","DroneState(x=3, y=4, z=1, battery=5, time_step=8)",46,4x5x2,"(0, 0, 0)","(3, 4, 1)",13,2,5,1
depth_first,True,5.708974358974357,60,0.3334268000035081,1158,1159,1159,181,60,"['WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'UP_Z', 'UP_Z', 'UP_Y', 'UP_Y', 'UP_Y', 'UP_X', 'UP_X', 'UP_X', 'UP_X']","DroneState(x=4, y=3, z=2, battery=3, time_step=60)",47,5x4x3,"(0, 0, 0)","(4, 3, 2)",13,2,7,1
breadth_first,True,0.9358974358974359,9,1.4232067000120878,1378,1379,1379,769,9,"['UP_X', 'UP_X', 'UP_X', 'UP_X', 'UP_Y', 'UP_Y', 'UP_Z', 'UP_Y', 'UP_Z']","DroneState(x=4, y=3, z=2, battery=3, time_step=9)",47,5x4x3,"(0, 0, 0)","(4, 3, 2)",13,2,7,1
uniform_cost,True,0.8423076923076923,9,1.6199185000150464,989,990,990,586,9,"['UP_X', 'UP_Z', 'UP_Y', 'UP_Y', 'UP_X', 'UP_X', 'UP_Y', 'UP_Z', 'UP_X']","DroneState(x=4, y=3, z=2, battery=4, time_step=9)",47,5x4x3,"(0, 0, 0)","(4, 3, 2)",13,2,7,1
greedy,True,0.9358974358974359,9,0.0018441999854985625,9,10,10,34,9,"['UP_X', 'UP_X', 'UP_X', 'UP_X', 'UP_Y', 'UP_Y', 'UP_Z', 'UP_Y', 'UP_Z']","DroneState(x=4, y=3, z=2, battery=3, time_step=9)",47,5x4x3,"(0, 0, 0)","(4, 3, 2)",13,2,7,1
astar,True,0.8423076923076923,9,0.005634900007862598,20,21,21,66,9,"['UP_X', 'UP_Y', 'UP_X', 'UP_X', 'UP_X', 'UP_Y', 'UP_Z', 'UP_Y', 'UP_Z']","DroneState(x=4, y=3, z=2, battery=4, time_step=9)",47,5x4x3,"(0, 0, 0)","(4, 3, 2)",13,2,7,1
depth_first,True,8.341666666666667,57,0.6071693999983836,2084,2085,2085,176,57,"['WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'UP_Z', 'UP_X', 'RECHARGE', 'UP_X', 'UP_X', 'UP_X', 'UP_Y', 'UP_Y', 'UP_Y', 'UP_X', 'UP_Y']","DroneState(x=5, y=4, z=1, battery=0, time_step=60)",48,6x5x2,"(0, 0, 0)","(5, 4, 1)",8,2,7,1
breadth_first,True,1.683333333333333,11,1.7360932999872603,2202,2203,2203,616,11,"['UP_X', 'UP_Z', 'RECHARGE', 'UP_X', 'UP_X', 'UP_X', 'UP_Y', 'UP_X', 'UP_Y', 'UP_Y', 'UP_Y']","DroneState(x=5, y=4, z=1, battery=0, time_step=14)",48,6x5x2,"(0, 0, 0)","(5, 4, 1)",8,2,7,1
uniform_cost,True,1.683333333333333,11,3.032096699986141,1864,1865,1865,611,11,"['UP_X', 'UP_Z', 'RECHARGE', 'UP_X', 'UP_X', 'UP_X', 'UP_Y', 'UP_Y', 'UP_Y', 'UP_X', 'UP_Y']","DroneState(x=5, y=4, z=1, battery=0, time_step=14)",48,6x5x2,"(0, 0, 0)","(5, 4, 1)",8,2,7,1
greedy,True,7.633333333333331,53,10.168161500012502,5549,5550,5550,1192,53,"['UP_X', 'UP_Y', 'UP_X', 'UP_X', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'DOWN_Y', 'RECHARGE', 'UP_X', 'UP_X', 'UP_Y', 'UP_Y', 'UP_Y', 'UP_Y', 'UP_Z']","DroneState(x=5, y=4, z=1, battery=0, time_step=56)",48,6x5x2,"(0, 0, 0)","(5, 4, 1)",8,2,7,1
astar,True,1.683333333333333,11,0.07472519998555072,127,128,128,220,11,"['UP_X', 'UP_Z', 'RECHARGE', 'UP_X', 'UP_X', 'UP_X', 'UP_Y', 'UP_X', 'UP_Y', 'UP_Y', 'UP_Y']","DroneState(x=5, y=4, z=1, battery=0, time_step=14)",48,6x5x2,"(0, 0, 0)","(5, 4, 1)",8,2,7,1
depth_first,True,7.116666666666657,60,0.24049529997864738,1108,1109,1109,122,60,"['WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'UP_Z', 'UP_Z', 'UP_Y', 'UP_Y', 'UP_Y', 'UP_X', 'UP_X', 'UP_X', 'UP_Y']","DroneState(x=3, y=4, z=2, battery=0, time_step=60)",49,4x5x3,"(0, 0, 0)","(3, 4, 2)",10,2,9,1
breadth_first,True,1.05,9,0.6467696000181604,1077,1078,1078,421,9,"['UP_X', 'UP_X', 'UP_Z', 'UP_Y', 'UP_Y', 'UP_Y', 'UP_X', 'UP_Y', 'UP_Z']","DroneState(x=3, y=4, z=2, battery=1, time_step=9)",49,4x5x3,"(0, 0, 0)","(3, 4, 2)",10,2,9,1
uniform_cost,True,1.05,9,1.0257096999848727,756,757,757,519,9,"['UP_X', 'UP_Y', 'UP_Z', 'UP_Y', 'UP_X', 'UP_Y', 'UP_X', 'UP_Y', 'UP_Z']","DroneState(x=3, y=4, z=2, battery=1, time_step=9)",49,4x5x3,"(0, 0, 0)","(3, 4, 2)",10,2,9,1
greedy,True,1.55,10,0.003036000009160489,12,13,13,30,10,"['UP_X', 'UP_X', 'UP_X', 'UP_Y', 'UP_Y', 'UP_Y', 'UP_Z', 'UP_Z', 'RECHARGE', 'UP_Y']","DroneState(x=3, y=4, z=2, battery=7, time_step=13)",49,4x5x3,"(0, 0, 0)","(3, 4, 2)",10,2,9,1
astar,True,1.05,9,0.014809499989496544,31,32,32,76,9,"['UP_X', 'UP_X', 'UP_Z', 'UP_Y', 'UP_Y', 'UP_Y', 'UP_X', 'UP_Y', 'UP_Z']","DroneState(x=3, y=4, z=2, battery=1, time_step=9)",49,4x5x3,"(0, 0, 0)","(3, 4, 2)",10,2,9,1
depth_first,True,6.99999999999999,60,0.7382275999989361,1459,1460,1460,181,60,"['WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'UP_Z', 'UP_Z', 'UP_Y', 'UP_Y', 'UP_X', 'UP_X', 'UP_X', 'UP_Y', 'UP_Y', 'UP_X']","DroneState(x=4, y=4, z=2, battery=0, time_step=60)",50,5x5x3,"(0, 0, 0)","(4, 4, 2)",10,2,9,1
breadth_first,True,1.1666666666666667,10,1.181811699992977,1402,1403,1403,488,10,"['UP_X', 'UP_X', 'UP_X', 'UP_Y', 'UP_Y', 'UP_Y', 'UP_Y', 'UP_X', 'UP_Z', 'UP_Z']","DroneState(x=4, y=4, z=2, battery=0, time_step=10)",50,5x5x3,"(0, 0, 0)","(4, 4, 2)",10,2,9,1
uniform_cost,True,1.1666666666666667,10,2.2442963999928907,1287,1288,1288,631,10,"['UP_Y', 'UP_Y', 'UP_Y', 'UP_Y', 'UP_X', 'UP_X', 'UP_X', 'UP_X', 'UP_Z', 'UP_Z']","DroneState(x=4, y=4, z=2, battery=0, time_step=10)",50,5x5x3,"(0, 0, 0)","(4, 4, 2)",10,2,9,1
greedy,True,6.999999999999992,58,2.120838500006357,1543,1544,1544,602,58,"['UP_X', 'UP_X', 'UP_X', 'UP_X', 'UP_Y', 'UP_Y', 'UP_Z', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'DOWN_Z', 'DOWN_X', 'RECHARGE', 'UP_X', 'UP_Z', 'UP_Z', 'UP_Y', 'UP_Y']","DroneState(x=4, y=4, z=2, battery=2, time_step=59)",50,5x5x3,"(0, 0, 0)","(4, 4, 2)",10,2,9,1
astar,True,1.1666666666666667,10,0.02340919998823665,45,46,46,105,10,"['UP_X', 'UP_Y', 'UP_X', 'UP_Y', 'UP_Y', 'UP_Z', 'UP_X', 'UP_Y', 'UP_Z', 'UP_X']","DroneState(x=4, y=4, z=2, battery=0, time_step=10)",50,5x5x3,"(0, 0, 0)","(4, 4, 2)",10,2,9,1
